0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,-0.033
52,-0.0338267
53,-0.0358432
54,-0.0382169
55,-0.038931
56,-0.0397786
57,-0.0381289
58,-0.0375959
59,-0.0374186
60,-0.038415
61,-0.0406016
62,-0.040312
63,-0.0403062
64,-0.0384728
65,-0.0387695
66,-0.038442
67,-0.0369355
68,-0.035572
69,-0.0358781
70,-0.0353842
71,-0.0393744
72,-0.0359541
73,-0.0387191
74,-0.0399411
75,-0.0399655
76,-0.0407993
77,-0.0424827
78,-0.045683
79,-0.042747
80,-0.0426883
81,-0.0430204
82,-0.0423604
83,-0.0416805
84,-0.0411669
85,-0.04299
86,-0.0441931
87,-0.0438839
88,-0.0443777
89,-0.0448876
90,-0.0450644
91,-0.043568
92,-0.042538
93,-0.0420174
94,-0.042007
95,-0.0413401
96,-0.0409935
97,-0.0406532
98,-0.0398131
99,-0.0417963
100,-0.0433359
101,-0.0432
102,-0.0435307
103,-0.042204
104,-0.0408441
105,-0.0414835
106,-0.0393297
107,-0.0394533
108,-0.0391224
109,-0.0396158
110,-0.0386257
111,-0.0371058
112,-0.0369088
113,-0.0374048
114,-0.0357481
115,-0.034715
116,-0.0346943
117,-0.0340272
118,-0.0333472
119,-0.0316669
120,-0.0278
121,-0.0253893
122,-0.0273411
123,-0.0282135
124,-0.0255643
125,-0.0233446
126,-0.0236336
127,-0.023806
128,-0.0206428
129,-0.0219128
130,-0.0229383
131,-0.0207921
132,-0.0210825
133,-0.0209216
134,-0.0205851
135,-0.0194117
136,-0.0218882
137,-0.0226044
138,-0.0239521
139,-0.024479
140,-0.0243229
141,-0.0213198
142,-0.0210931
143,-0.0162552
144,-0.0131584
145,-0.0132632
146,-0.0105986
147,-0.00671198
148,-0.00480092
149,-0.00409602
150,-0.00374858
151,-0.00157497
152,-0.00319816
153,-0.00273063
154,-0.00105462
155,0.0029789
156,0.00639291
157,0.00912786
158,0.00934923
159,0.0100203
160,0.0118671
161,0.012404
162,0.0134147
163,0.014935
164,0.016632
165,0.0193326
166,0.02372
167,0.0251411
168,0.0261695
169,0.0245234
170,0.0221571
171,0.0244431
172,0.0249889
173,0.0278331
174,0.02789
175,0.0280578
176,0.0310612
177,0.0327879
178,0.0318224
179,0.0319698
180,0.0318061
181,0.0278028
182,0.0282227
183,0.0285645
184,0.030238
185,0.0309381
186,0.0372854
187,0.039079
188,0.0396149
189,0.0441256
190,0.0473825
191,0.045281
192,0.048239
193,0.0484648
194,0.0448026
195,0.045896
196,0.0485846
197,0.045805
198,0.0440828
199,0.045215
200,0.0467376
201,0.0461014
202,0.0475887
203,0.0491184
204,0.0489824
205,0.0456463
206,0.0460796
207,0.0472549
208,0.0487784
209,0.0479756
210,0.0477928
211,0.0514559
212,0.0533624
213,0.0562339
214,0.0566247
215,0.0542992
216,0.0509193
217,0.0490184
218,0.0518137
219,0.0540363
220,0.0557474
221,0.0567816
222,0.0576356
223,0.0586527
224,0.0595064
225,0.0611901
226,0.0593905
227,0.0600211
228,0.0612004
229,0.066224
230,0.0691578
231,0.0730498
232,0.074961
233,0.0756659
234,0.0745133
235,0.0751569
236,0.0740031
237,0.0776467
238,0.0815529
239,0.0794644
240,0.078756
241,0.0805751
242,0.0796115
243,0.0809256
244,0.0816185
245,0.0836324
246,0.079006
247,0.0790801
248,0.0784149
249,0.0779016
250,0.0793914
251,0.0797545
252,0.0809284
253,0.0827852
254,0.0848224
255,0.0880298
256,0.0864273
257,0.0857286
258,0.0847146
259,0.0855276
260,0.0858772
261,0.0842175
262,0.0836843
263,0.0881737
264,0.0907635
265,0.0924819
266,0.096183
267,0.0985903
268,0.0953052
269,0.0970728
270,0.0939415
271,0.0992122
272,0.104318
273,0.106086
274,0.105122
275,0.101769
276,0.103869
277,0.107577
278,0.112652
279,0.10842
280,0.107502
281,0.108317
282,0.108333
283,0.108333
284,0.108667
