0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,0,0
18,0,0
19,0,0
20,0,0
21,0,0
22,0,0
23,0,0
24,0,0
25,0,0
26,0,0
27,0,0
28,0,0
29,0,0
30,0,0
31,0,0
32,0,0
33,0,0
34,0,0
35,0,0
36,0,0
37,0,0
38,0,0
39,0,0
40,0,0
41,0,0
42,0,0
43,0,0
44,0,0
45,0,0
46,0,0
47,0,0
48,0,0
49,0,0
50,0,0
51,1.45333,2.77333
52,1.5224,2.87547
53,1.48378,2.91751
54,1.49634,3.02502
55,1.49659,3.05383
56,1.52993,3.12108
57,1.56393,3.08909
58,1.56461,3.06845
59,1.55129,3.04804
60,1.55103,3.08763
61,1.54435,3.16842
62,1.55755,3.17004
63,1.54448,3.15673
64,1.52422,3.06313
65,1.52382,3.0746
66,1.53048,3.06816
67,1.53728,3.0147
68,1.53075,2.95363
69,1.55061,2.98574
70,1.55101,2.96638
71,1.58435,3.15933
72,1.64502,3.08319
73,1.59957,3.14833
74,1.61866,3.2163
75,1.63237,3.23099
76,1.67265,3.30462
77,1.68012,3.37943
78,1.6736,3.50092
79,1.70014,3.41002
80,1.70067,3.4082
81,1.71401,3.43483
82,1.74095,3.43536
83,1.76815,3.43537
84,1.79536,3.44204
85,1.83591,3.55551
86,1.82338,3.59111
87,1.8098,3.56516
88,1.76286,3.53797
89,1.75526,3.55076
90,1.79511,3.59768
91,1.8159,3.55862
92,1.86298,3.56451
93,1.88393,3.56462
94,1.87768,3.55796
95,1.89755,3.55116
96,1.83795,3.47769
97,1.85009,3.47622
98,1.817,3.40952
99,1.78301,3.45486
100,1.76899,3.50243
101,1.76205,3.49005
102,1.74191,3.48313
103,1.7215,3.40966
104,1.69443,3.32819
105,1.68722,3.34656
106,1.62041,3.1936
107,1.63241,3.21054
108,1.65265,3.21754
109,1.65305,3.23768
110,1.64639,3.19142
111,1.63959,3.12383
112,1.61946,3.09581
113,1.65239,3.14858
114,1.74638,3.17631
115,1.80159,3.19019
116,1.80937,3.19714
117,1.82952,3.19061
118,1.84326,3.17715
119,1.8702,3.13688
120,2.05074,3.16274
121,2.00101,3.01659
122,1.93335,3.027
123,1.96533,3.09387
124,2.02597,3.04854
125,2.10052,3.0343
126,2.06868,3.01402
127,2.04137,2.99361
128,2.05416,2.87987
129,1.99442,2.87093
130,2.02656,2.94409
131,2.0872,2.91888
132,2.08841,2.93171
133,2.1151,2.95197
134,2.1423,2.96571
135,2.20285,2.97931
136,2.18406,3.05959
137,2.19035,3.09453
138,2.21047,3.16856
139,2.21088,3.19004
140,2.18422,3.15713
141,2.31702,3.16981
142,2.39967,3.2434
143,2.64799,3.2982
144,2.83963,3.36596
145,2.84346,3.37399
146,2.94354,3.36748
147,3.12554,3.39402
148,3.23584,3.42788
149,3.25805,3.42189
150,3.30516,3.4551
151,3.4261,3.4891
152,3.38186,3.50978
153,3.40097,3.5102
154,3.51469,3.55687
155,3.67029,3.55114
156,3.72674,3.47102
157,3.87453,3.50942
158,3.93082,3.55686
159,3.98528,3.58447
160,4.11971,3.64502
161,4.15573,3.65957
162,4.20311,3.66652
163,4.23073,3.63333
164,4.32461,3.65933
165,4.40649,3.63319
166,4.56146,3.61266
167,4.64456,3.63892
168,4.67956,3.63278
169,4.65359,3.67266
170,4.53307,3.64679
171,4.66399,3.68627
172,4.70661,3.70706
173,4.68747,3.57414
174,4.66042,3.54482
175,4.66654,3.54423
176,4.71333,3.47088
177,4.75427,3.44275
178,4.73509,3.46219
179,4.74804,3.46924
180,4.73496,3.46272
181,4.64803,3.53592
182,4.64629,3.51738
183,4.74626,3.60368
184,4.77493,3.56541
185,4.6755,3.43797
186,4.82018,3.32876
187,4.86974,3.30658
188,4.86406,3.27946
189,5.00395,3.23892
190,5.11341,3.21811
191,4.98893,3.1777
192,5.01311,3.08355
193,4.94693,3.00834
194,4.7656,2.9735
195,4.78865,2.9528
196,4.93577,2.99239
197,4.82538,2.99318
198,4.77651,3.0132
199,4.7822,2.9736
200,4.75564,2.88614
201,4.70178,2.85772
202,4.72737,2.82382
203,4.74121,2.77648
204,4.64816,2.68886
205,4.53296,2.70711
206,4.55733,2.71414
207,4.51781,2.62762
208,4.53036,2.57922
209,4.49727,2.57825
210,4.45661,2.5449
211,4.5958,2.53756
212,4.69192,2.55742
213,4.77384,2.52448
214,4.70214,2.43716
215,4.66071,2.48874
216,4.51321,2.47644
217,4.45693,2.4962
218,4.57581,2.50326
219,4.65152,2.49007
220,4.8597,2.6298
221,4.81053,2.53926
222,4.81621,2.51079
223,4.84966,2.50355
224,4.86366,2.4834
225,4.90394,2.45633
226,4.88475,2.50913
227,4.91103,2.51018
228,4.91155,2.46354
229,5.1049,2.45594
230,5.17543,2.40912
231,5.25017,2.32818
232,5.33167,2.33323
233,5.23997,2.21333
234,5.19147,2.21093
235,5.27716,2.27089
236,5.22554,2.26542
237,5.35118,2.24531
238,5.49369,2.23157
239,5.42987,2.2513
240,5.38193,2.23169
241,5.44764,2.22463
242,5.38895,2.20449
243,5.46778,2.23076
244,5.47602,2.21128
245,5.58952,2.24423
246,5.39179,2.23155
247,5.36117,2.19796
248,5.34722,2.21063
249,5.37361,2.25755
250,5.46081,2.28515
251,5.43588,2.2457
252,5.46872,2.23158
253,5.52271,2.2113
254,5.61045,2.21756
255,5.75221,2.23102
256,5.68838,2.23129
257,5.6871,2.25796
258,5.68041,2.29183
259,5.70694,2.28584
260,5.72081,2.28572
261,5.64775,2.27905
262,5.57295,2.22558
263,5.77813,2.25118
264,5.91556,2.28502
265,5.92498,2.2257
266,6.06517,2.21785
267,6.17464,2.23102
268,6.03683,2.22462
269,6.07407,2.19116
270,5.88815,2.13049
271,6.0911,2.12261
272,6.34182,2.16912
273,6.4135,2.17005
274,6.3816,2.17673
275,6.26763,2.19687
276,6.31202,2.15727
277,6.46624,2.16315
278,6.68932,2.18326
279,6.50045,2.16367
280,6.43668,2.13661
281,6.4754,2.14273
282,6.45617,2.12285
283,6.47579,2.14246
284,6.50285,2.15618
285,6.45672,2.13646
286,6.38247,2.1894
287,6.52098,2.21045
288,6.51709,2.24421
289,6.42368,2.24488
290,6.54847,2.2649
291,6.51097,2.27196
292,6.43689,2.25877
293,6.32874,2.23851
294,6.47324,2.2181
295,6.3628,2.1977
296,6.50726,2.21729
297,6.51014,2.29101
298,6.51687,2.27915
299,6.59034,2.22558
300,6.61181,2.23784
301,6.5789,2.37809
302,6.63158,2.5409
303,6.58596,2.59082
304,6.57172,2.62515
305,6.54477,2.56584
306,6.83756,2.60465
307,6.75008,2.64543
308,6.975,2.71291
309,7.12617,2.70759
310,7.18252,2.71415
311,7.29032,2.74762
